,year,prim_or_gen,county,eligible,registered,dem,rep,ind,lib,np
792,2008,prim,Mariposa,14297,11198,3550,5171,375,128,1767
793,2008,prim,Mendocino,61724,46268,21691,11331,1243,2041,9078
794,2008,prim,Merced,138081,89456,40407,35161,1810,267,11212
795,2008,prim,Modoc,6954,5237,1534,2621,182,25,831
796,2008,prim,Mono,9802,6610,2074,2509,199,110,1622
797,2008,prim,Monterey,230872,143194,69502,42538,2879,1190,25758
798,2008,prim,Napa,90558,65989,30731,20139,1618,818,11713
799,2008,prim,Nevada,74926,59379,19691,25154,1612,1271,10859
800,2008,prim,Orange,1840292,1537201,468599,715704,32031,8065,291025
801,2008,prim,Placer,235563,182724,52952,91990,3920,1319,30714
802,2008,prim,Plumas,15846,12894,4336,5615,452,97,2252
803,2008,prim,Riverside,1269305,729471,254982,322037,18099,2540,121273
804,2008,prim,Sacramento,922309,611954,264417,204997,14635,4963,114747
805,2008,prim,San Benito,34076,23812,10728,7838,566,141,4270
806,2008,prim,San Bernardino,1214392,723661,273804,297327,19239,2821,120661
807,2008,prim,San Diego,2026537,1313725,457215,506496,32036,8065,290497
808,2008,prim,San Francisco,592185,415761,228691,43534,6647,10716,121512
809,2008,prim,San Joaquin,407636,245781,104540,98088,4873,802,34225
810,2008,prim,San Luis Obispo,191262,146898,52154,61523,3578,1657,25077
811,2008,prim,San Mateo,474415,357075,178458,83613,6744,3388,81182
812,2008,prim,Santa Barbara,274254,183099,75681,63401,3909,1978,34781
813,2008,prim,Santa Clara,1101684,689052,313582,181156,12134,4701,170245
814,2008,prim,Santa Cruz,177484,136415,73233,27167,2470,3851,27046
815,2008,prim,Shasta,130602,90029,26982,43739,2667,489,15088
816,2008,prim,Sierra,2537,2236,703,958,83,26,408
817,2008,prim,Siskiyou,33574,25588,9031,10715,861,217,4396
818,2008,prim,Solano,270071,168577,82432,47331,3680,840,32349
819,2008,prim,Sonoma,330131,230488,117638,57921,4678,5354,41610
820,2008,prim,Stanislaus,320253,209212,84174,85864,4919,844,29739
821,2008,prim,Sutter,59965,39075,12735,19000,935,120,5856
822,2008,prim,Tehama,42585,28875,9610,13019,1210,127,4475
823,2008,prim,Trinity,10713,8028,2900,3072,294,122,1430
824,2008,prim,Tulare,238667,135949,46727,64070,3232,502,20239
825,2008,prim,Tuolumne,38290,31671,11348,13793,963,270,4896
826,2008,prim,Ventura,518761,384273,148441,148914,7984,2698,69450
827,2008,prim,Yolo,129204,90706,42704,24585,1910,1325,18566
828,2008,prim,Yuba,45155,28033,9577,11525,1097,165,5351
831,1998,prim,Alameda,947283,680890,397446,147878,10643,9573,96888
832,1998,prim,Alpine,976,832,299,340,22,4,149
833,1998,prim,Amador,22294,17891,7648,7763,433,81,1589
834,1998,prim,Butte,146804,118696,47107,50476,3128,1014,14843
835,1998,prim,Calaveras,29929,23347,9271,10490,537,159,2301
836,1998,prim,Colusa,10617,7037,3025,3129,166,10,607
837,1998,prim,Contra Costa,633848,492730,243205,166848,8767,3277,48737
838,1998,prim,Del Norte,16907,13260,5565,4911,462,82,1919
839,1998,prim,El Dorado,109127,84115,30538,39775,1903,592,9557
840,1998,prim,Fresno,457397,310409,144919,126858,5853,956,27470
841,1998,prim,Glenn,17212,11227,4418,5165,273,21,1208
842,1998,prim,Humboldt,94050,77021,35523,24049,1790,3735,10310
843,1998,prim,Imperial,65974,44793,23893,13677,884,48,5642
844,1998,prim,Inyo,13523,9757,3547,4801,245,46,980
845,1998,prim,Kern,389416,272215,110362,124464,7199,562,25709
846,1998,prim,Kings,58608,41723,18226,17736,1039,50,4245
847,1998,prim,Lake,42168,29355,14369,10171,775,218,3248
848,1998,prim,Lassen,16290,14259,5644,5986,536,36,1662
849,1998,prim,Los Angeles,5192309,3772592,2035585,1106879,61980,14623,456045
850,1998,prim,Madera,64289,46174,19190,20831,1050,136,4282
851,1998,prim,Marin,181850,140774,72112,40574,2062,2626,20862
852,1998,prim,Mariposa,12179,10428,4008,4683,247,95,1176
853,1998,prim,Mendocino,60207,46961,23267,13618,1087,1463,6350
854,1998,prim,Merced,106902,78068,42667,24897,1764,133,7743
855,1998,prim,Modoc,7404,5958,2347,2692,180,11,648
856,1998,prim,Mono,7393,5686,1840,2576,169,66,925
857,1998,prim,Monterey,235928,145008,72530,48340,2938,966,17605
858,1998,prim,Napa,87758,62616,29703,22774,1278,480,7194
859,1998,prim,Nevada,68752,58580,19863,26834,1188,1321,7868
860,1998,prim,Orange,1714046,1178699,376652,604156,21723,3942,144874
861,1998,prim,Placer,160434,132191,46268,64271,2671,763,15747
862,1998,prim,Plumas,15633,12324,5056,5150,386,61,1479
863,1998,prim,Riverside,937840,562742,223950,255280,12061,1246,54817
864,1998,prim,Sacramento,797468,580036,275598,213530,11957,3124,64355
865,1998,prim,San Benito,28963,22606,10579,8341,530,94,2689
866,1998,prim,San Bernardino,1039123,625384,268494,259946,15544,1614,65058
867,1998,prim,San Diego,1885927,1273975,468567,535692,27876,6372,183196
868,1998,prim,San Francisco,516496,430794,256355,64562,6977,9265,84658
869,1998,prim,San Joaquin,328101,219114,103065,90364,3870,613,15160
870,1998,prim,San Luis Obispo,171805,129805,50282,57641,2667,1250,14137
871,1998,prim,San Mateo,480365,336746,174279,99180,5734,2418,49473
872,1998,prim,Santa Barbara,272853,217259,93884,82505,4381,2299,28676
873,1998,prim,Santa Clara,1082531,703823,331919,232552,12475,4427,108290
874,1998,prim,Santa Cruz,168810,130185,69505,32794,2002,4221,17807
875,1998,prim,Shasta,119255,81600,30406,38342,2251,220,9037
876,1998,prim,Sierra,2601,2199,858,954,48,20,254
877,1998,prim,Siskiyou,32373,24461,10643,9833,726,132,2719
878,1998,prim,Solano,252696,173892,90685,52679,3555,608,23465
879,1998,prim,Sonoma,316184,242981,126857,73605,4314,3375,28506
880,1998,prim,Stanislaus,272840,189960,92621,69825,4474,490,18457
881,1998,prim,Sutter,49573,36720,13354,18135,874,76,2913
882,1998,prim,Tehama,38417,25937,10997,11028,844,31,2508
883,1998,prim,Trinity,9892,8344,3596,3221,248,86,888
884,1998,prim,Tulare,208260,118069,49157,52400,2871,263,11774
885,1998,prim,Tuolumne,33824,29833,12812,12629,709,170,2843
886,1998,prim,Ventura,472022,391973,155237,164725,8822,2794,50047
887,1998,prim,Yolo,107099,76865,40520,23000,1386,935,9565
888,1998,prim,Yuba,40585,24758,10217,10131,820,87,3130
891,2018,gen,Alameda,1089154,881491,490683,97377,16413,6701,257081
892,2018,gen,Alpine,939,758,312,205,25,5,200
893,2018,gen,Amador,27117,22305,6423,9812,942,102,4613
894,2018,gen,Butte,171771,122741,42843,41955,4241,936,29482
895,2018,gen,Calaveras,36101,29591,8099,12264,1345,188,6833
896,2018,gen,Colusa,12552,8792,2743,3464,254,20,2213
897,2018,gen,Contra Costa,759693,621309,303591,123425,16057,2944,167344
898,2018,gen,Del Norte,18039,14150,4314,5037,628,106,3715
899,2018,gen,El Dorado,141268,121192,34837,48765,4825,676,29077
900,2018,gen,Fresno,597497,456891,172955,151844,12678,1458,108932
901,2018,gen,Glenn,18520,12730,3572,5386,485,35,3060
902,2018,gen,Humboldt,105521,78518,34431,17879,2498,1855,20246
903,2018,gen,Imperial,101197,69728,33144,12821,1552,164,20522
904,2018,gen,Inyo,13689,10036,3040,3993,418,54,2356
905,2018,gen,Kern,518711,375881,126062,132595,12447,979,97163
906,2018,gen,Kings,80450,52631,17034,21463,1381,111,11670
907,2018,gen,Lake,49469,32653,12354,8709,1297,325,9394
908,2018,gen,Lassen,16571,14332,2863,6958,763,48,3417
909,2018,gen,Los Angeles,6230147,5280658,2644567,899923,111257,22010,1481287
910,2018,gen,Madera,89818,57418,18129,22114,1786,161,14167
911,2018,gen,Marin,181925,160944,89425,23848,3567,1315,40779
912,2018,gen,Mariposa,14933,10853,3051,4617,417,85,2385
913,2018,gen,Mendocino,64399,49411,23342,9767,1652,1058,12321
914,2018,gen,Merced,160905,97584,42215,26729,2971,322,24249
915,2018,gen,Modoc,7392,5118,1105,2521,255,21,1137
916,2018,gen,Mono,9542,6597,2280,2011,257,53,1890
917,2018,gen,Monterey,244901,187350,92224,38480,4438,957,48581
918,2018,gen,Napa,92369,78135,35557,17265,2341,566,20959
919,2018,gen,Nevada,78603,68954,24938,22758,2443,792,6609
920,2018,gen,Orange,2028366,1560111,523624,541665,39268,4816,429675
921,2018,gen,Placer,276613,234732,66303,97895,7038,909,56817
922,2018,gen,Plumas,15930,12480,3512,5280,599,54,2854
923,2018,gen,Riverside,1481361,1035957,385153,340917,31880,2840,255389
924,2018,gen,Sacramento,1013368,765965,325031,197510,23141,3527,201628
925,2018,gen,San Benito,34253,30064,13647,7787,801,111,7349
926,2018,gen,San Bernardino,1330247,937316,365411,275884,31372,2989,242534
927,2018,gen,San Diego,2224081,1741707,626707,482400,56167,6999,536646
928,2018,gen,San Francisco,660296,500051,284218,33177,8040,4075,163256
929,2018,gen,San Joaquin,458818,344891,143533,100460,9143,1035,84829
930,2018,gen,San Luis Obispo,209049,172544,59530,60117,5288,1065,42294
931,2018,gen,San Mateo,507576,399351,200913,60784,8121,1927,122542
932,2018,gen,Santa Barbara,294186,217417,92086,55810,5513,1120,58575
933,2018,gen,Santa Clara,1208495,885764,403587,152914,17652,3418,298259
934,2018,gen,Santa Cruz,189838,159499,87066,22353,3442,1743,41955
935,2018,gen,Shasta,134126,101782,23649,46825,4135,389,25067
936,2018,gen,Sierra,2622,2190,605,872,123,20,495
937,2018,gen,Siskiyou,34508,27566,8274,10437,1283,215,6729
938,2018,gen,Solano,294055,231510,105652,50074,6558,870,63439
939,2018,gen,Sonoma,349097,274292,142401,49768,6693,2949,67600
940,2018,gen,Stanislaus,346439,248466,92643,86627,7231,688,55277
941,2018,gen,Sutter,60635,46087,13731,17989,1488,107,11389
942,2018,gen,Tehama,43847,33286,8400,14210,1601,100,8410
943,2018,gen,Trinity,11301,7656,2401,2480,367,93,1367
944,2018,gen,Tulare,266322,169367,52674,66371,5296,472,41887
945,2018,gen,Tuolumne,41054,31999,9396,13190,1237,177,7510
946,2018,gen,Ventura,550773,448174,178374,132841,10524,1804,112869
947,2018,gen,Yolo,151613,113642,53719,22219,3102,810,31453
948,2018,gen,Yuba,48389,33754,9054,12213,1628,148,9831
951,1998,gen,Alameda,956701,714134,415208,151664,11411,10523,106050
952,1998,gen,Alpine,979,805,281,331,22,4,152
953,1998,gen,Amador,22455,18369,7777,7969,454,87,1686
954,1998,gen,Butte,147426,121326,48020,51026,3270,1132,15665
955,1998,gen,Calaveras,30271,23647,9348,10560,537,161,2435
956,1998,gen,Colusa,10701,7289,3088,3248,176,11,658
957,1998,gen,Contra Costa,639231,485910,239596,163460,8666,3261,49178
958,1998,gen,Del Norte,17175,12585,5236,4721,428,84,1830
959,1998,gen,El Dorado,109958,87070,31291,40947,2013,621,10366
960,1998,gen,Fresno,459643,316607,148172,128616,5959,959,28626
961,1998,gen,Glenn,17266,11394,4448,5225,284,23,1263
962,1998,gen,Humboldt,94364,76990,34818,23766,1816,4067,10863
963,1998,gen,Imperial,66302,44798,23889,13490,890,56,5812
964,1998,gen,Inyo,13539,9964,3595,4872,261,52,1039
965,1998,gen,Kern,392184,279707,113238,127104,7462,583,27283
966,1998,gen,Kings,59126,42986,18528,18512,1060,54,4387
967,1998,gen,Lake,42233,30110,14665,10307,832,277,3446
968,1998,gen,Lassen,16667,14252,5585,5971,541,36,1710
969,1998,gen,Los Angeles,5221673,3854817,2079923,1118723,64088,15358,479375
970,1998,gen,Madera,65120,46839,19214,21169,1088,139,4533
971,1998,gen,Marin,183071,142573,72785,40553,2129,2723,21862
972,1998,gen,Mariposa,12179,10812,4115,4847,266,103,1249
973,1998,gen,Mendocino,60558,46724,22911,13508,1115,1516,6476
974,1998,gen,Merced,107704,82889,46315,26024,1776,145,7765
975,1998,gen,Modoc,7450,5885,2295,2654,187,14,653
976,1998,gen,Mono,7393,5760,1865,2593,171,70,946
977,1998,gen,Monterey,240617,145886,72273,48470,3015,1014,18466
978,1998,gen,Napa,88422,64188,30729,22963,1318,525,7435
979,1998,gen,Nevada,69174,56732,19111,26117,1121,1297,7656
980,1998,gen,Orange,1728682,1173732,376694,597000,21596,3993,148083
981,1998,gen,Placer,162400,136236,47171,66112,2772,807,16902
982,1998,gen,Plumas,15697,12573,5100,5263,413,68,1516
983,1998,gen,Riverside,946273,597078,232205,275033,13021,1388,59304
984,1998,gen,Sacramento,801791,600499,287484,217800,12463,3238,68126
985,1998,gen,San Benito,29512,23360,10916,8481,555,100,2907
986,1998,gen,San Bernardino,1045811,664022,287647,273418,16467,1773,69419
987,1998,gen,San Diego,1905367,1324482,482776,558048,29626,6751,196205
988,1998,gen,San Francisco,519062,448888,264302,65868,7428,9897,92189
989,1998,gen,San Joaquin,330421,228093,107808,93802,4005,617,15586
990,1998,gen,San Luis Obispo,173074,133809,51284,58945,2813,1381,15439
991,1998,gen,San Mateo,484213,325117,166899,95333,5455,2430,49546
992,1998,gen,Santa Barbara,274868,224325,95974,83844,4667,2512,31554
993,1998,gen,Santa Clara,1091456,726410,339795,238010,13201,4725,116149
994,1998,gen,Santa Cruz,169837,137955,73940,33559,2153,4566,19693
995,1998,gen,Shasta,119746,83499,30825,39091,2359,244,9549
996,1998,gen,Sierra,2601,2281,880,978,50,20,282
997,1998,gen,Siskiyou,32466,25114,10736,10120,752,154,2930
998,1998,gen,Solano,254483,185196,98483,54163,3752,670,25126
999,1998,gen,Sonoma,318707,234559,123335,70536,4013,3444,27378
1000,1998,gen,Stanislaus,274689,195072,94394,71986,4654,492,19416
1001,1998,gen,Sutter,49981,36940,13436,18153,891,69,2975
1002,1998,gen,Tehama,38506,26640,11185,11318,909,42,2629
1003,1998,gen,Trinity,9860,8330,3549,3211,252,92,920
1004,1998,gen,Tulare,209407,119480,49965,52606,2920,259,12104
1005,1998,gen,Tuolumne,34016,30145,12787,12880,725,187,2939
1006,1998,gen,Ventura,475380,394821,155969,165323,9030,2506,51748
1007,1998,gen,Yolo,107793,83861,44683,24163,1493,1029,10899
1008,1998,gen,Yuba,40781,25620,10465,10458,887,94,3319
1010,2008,gen,Alameda,987688,803009,462445,121853,13859,10943,181752
1011,2008,gen,Alpine,901,816,306,280,30,17,177
1012,2008,gen,Amador,25879,21462,7501,9727,673,132,3148
1013,2008,gen,Butte,159670,122841,44808,47506,3471,1657,22901
1014,2008,gen,Calaveras,35290,28388,9632,12309,965,292,4698
1015,2008,gen,Colusa,11912,7866,2825,3625,121,19,1231
1016,2008,gen,Contra Costa,699136,527145,263853,140864,10915,3619,101413
1017,2008,gen,Del Norte,17812,12681,4782,4789,415,97,2366
1018,2008,gen,El Dorado,127969,111325,34592,49997,3244,954,20714
1019,2008,gen,Fresno,535683,382827,153434,163453,7906,1583,42911
1020,2008,gen,Glenn,17568,12421,4047,5705,418,43,2103
1021,2008,gen,Humboldt,99474,79140,34098,21715,2189,3167,16816
1022,2008,gen,Imperial,89429,58150,30564,16249,1073,107,9484
1023,2008,gen,Inyo,13013,10258,3406,4581,324,85,1747
1024,2008,gen,Kern,473181,311137,112084,140043,7945,720,47873
1025,2008,gen,Kings,78291,49658,18626,22685,1114,105,6585
1026,2008,gen,Lake,46758,35154,15292,10545,1183,380,7335
1027,2008,gen,Lassen,17366,14097,4040,6714,598,55,2557
1028,2008,gen,Los Angeles,5775838,4298440,2226641,1034213,79727,22282,859076
1029,2008,gen,Madera,82749,54003,19033,25002,1119,203,8048
1030,2008,gen,Marin,181193,155640,84605,31220,2580,2398,33431
1031,2008,gen,Mariposa,14351,11693,3767,5287,392,119,1898
1032,2008,gen,Mendocino,62281,50721,24114,11677,1469,2031,10519
1033,2008,gen,Merced,140353,97179,44704,35955,2192,276,13430
1034,2008,gen,Modoc,6901,5507,1601,2745,193,22,902
1035,2008,gen,Mono,9599,6722,2197,2502,203,78,1661
1036,2008,gen,Monterey,233761,158391,79803,43265,3249,1102,29641
1037,2008,gen,Napa,91802,71517,34073,20464,1784,823,13465
1038,2008,gen,Nevada,74577,63769,21716,25992,1789,1183,12327
1039,2008,gen,Orange,1860951,1607989,511641,713986,34500,7491,319293
1040,2008,gen,Placer,239314,198963,59076,96965,3461,1285,36317
1041,2008,gen,Plumas,15909,13744,4621,5886,508,96,2493
1042,2008,gen,Riverside,1284401,837389,307593,350885,19963,2616,143589
1043,2008,gen,Sacramento,931394,684588,305682,216239,17446,4729,132299
1044,2008,gen,San Benito,34330,25355,11764,7971,566,126,4635
1045,2008,gen,San Bernardino,1229616,829756,331097,320077,22818,2792,143301
1046,2008,gen,San Diego,2052145,1488157,539560,539939,37102,7694,343928
1047,2008,gen,San Francisco,599667,477356,269664,45157,7857,9646,140102
1048,2008,gen,San Joaquin,412690,268476,115571,105544,5633,756,37579
1049,2008,gen,San Luis Obispo,193800,161256,57855,64541,3380,1633,30005
1050,2008,gen,San Mateo,479470,389718,199569,83411,7562,3173,92126
1051,2008,gen,Santa Barbara,277157,204440,88293,67106,4136,1794,39293
1052,2008,gen,Santa Clara,1117301,788821,366590,190680,14724,4688,204495
1053,2008,gen,Santa Cruz,178855,148364,81484,27348,2835,3343,25933
1054,2008,gen,Shasta,131621,96804,28894,46256,2646,494,17425
1055,2008,gen,Sierra,2515,2321,724,994,88,27,426
1056,2008,gen,Siskiyou,33953,26643,9435,10959,919,194,4782
1057,2008,gen,Solano,273794,190477,96621,49663,4159,789,37303
1058,2008,gen,Sonoma,332700,248122,129942,58570,4454,4800,47071
1059,2008,gen,Stanislaus,322828,230046,95928,88346,4810,745,36046
1060,2008,gen,Sutter,60233,41604,14086,19523,1049,118,6341
1061,2008,gen,Tehama,42952,31259,10289,13974,1331,124,5101
1062,2008,gen,Trinity,10665,8397,3065,3104,327,123,1547
1063,2008,gen,Tulare,242201,146415,51855,66785,3615,479,22527
1064,2008,gen,Tuolumne,38362,33640,11863,14457,1068,258,5554
1065,2008,gen,Ventura,523404,425968,170429,160279,8788,2471,76436
1066,2008,gen,Yolo,130638,106295,51402,26373,2345,1293,23003
1067,2008,gen,Yuba,45419,29771,10313,12072,1175,147,5764
1071,2000,prim,Alameda,964979,640975,366550,134828,10187,10748,102171
1072,2000,prim,Alpine,957,762,263,309,24,6,144
1073,2000,prim,Amador,23078,17683,7286,7832,432,92,1627
1074,2000,prim,Butte,150262,107057,40668,45755,2926,1004,14781
1075,2000,prim,Calaveras,29462,24004,9232,10655,588,179,2663
1076,2000,prim,Colusa,10377,7130,2979,3166,170,9,727
1077,2000,prim,Contra Costa,644867,457508,222931,153507,8065,3226,48192
1078,2000,prim,Del Norte,16316,12771,5194,4792,450,81,1966
1079,2000,prim,El Dorado,111520,88330,30883,41436,2134,715,11300
1080,2000,prim,Fresno,469162,311743,139604,129505,6091,967,31378
1081,2000,prim,Glenn,17221,11456,4396,5215,296,23,1393
1082,2000,prim,Humboldt,96610,72848,32072,22594,1782,3900,10865
1083,2000,prim,Imperial,64777,47639,25227,13994,1034,67,6831
1084,2000,prim,Inyo,13434,9593,3429,4638,263,55,1044
1085,2000,prim,Kern,401563,253120,97333,117321,7182,521,26707
1086,2000,prim,Kings,71735,41953,18097,17625,1063,53,4530
1087,2000,prim,Lake,42410,29099,13966,9842,831,288,3591
1088,2000,prim,Lassen,15510,12902,4885,5532,501,35,1691
1089,2000,prim,Los Angeles,5354117,3808488,2022316,1070759,66924,20767,525389
1090,2000,prim,Madera,65026,47336,18315,22121,1102,163,4894
1091,2000,prim,Marin,186238,137558,69713,38373,2144,3009,21875
1092,2000,prim,Mariposa,12366,10125,3697,4606,255,96,1251
1093,2000,prim,Mendocino,61018,47102,22613,13234,1188,1721,7008
1094,2000,prim,Merced,110707,78466,42290,25667,1697,144,7770
1095,2000,prim,Modoc,7123,5309,2023,2465,161,15,580
1096,2000,prim,Mono,7798,5999,1892,2626,189,93,1085
1097,2000,prim,Monterey,241866,145705,71486,46950,3104,1051,20170
1098,2000,prim,Napa,91008,64049,30139,22492,1344,614,8138
1099,2000,prim,Nevada,69165,55996,18504,25564,1189,1317,8055
1100,2000,prim,Orange,1757163,1228575,391454,608470,24063,4510,172041
1101,2000,prim,Placer,169140,135773,45847,65954,2773,861,18012
1102,2000,prim,Plumas,15487,12326,4843,5260,400,71,1524
1103,2000,prim,Riverside,971669,585541,216817,275115,13184,1560,63015
1104,2000,prim,Sacramento,826756,575968,271255,204434,12470,3832,72452
1105,2000,prim,San Benito,29504,24458,11341,8684,589,108,3232
1106,2000,prim,San Bernardino,1064797,636923,272342,259092,16475,1775,72312
1107,2000,prim,San Diego,1949675,1304311,468438,543860,30363,6868,208688
1108,2000,prim,San Francisco,525594,468198,267875,65224,8254,11261,105508
1109,2000,prim,San Joaquin,337381,201763,87985,90453,3320,513,13809
1110,2000,prim,San Luis Obispo,177922,130828,48456,57684,2896,1514,16396
1111,2000,prim,San Mateo,484623,315188,160802,89709,5476,2471,51487
1112,2000,prim,Santa Barbara,278856,203582,84830,76115,4149,2446,30627
1113,2000,prim,Santa Clara,1112985,717999,331810,227086,13229,4719,126150
1114,2000,prim,Santa Cruz,173377,134997,70046,32548,2268,4848,21223
1115,2000,prim,Shasta,120737,82910,29718,38619,2493,275,10263
1116,2000,prim,Sierra,2379,2166,814,905,58,18,296
1117,2000,prim,Siskiyou,32323,24006,9986,9698,680,151,2956
1118,2000,prim,Solano,262590,182110,94776,52955,3786,762,26766
1119,2000,prim,Sonoma,324516,242508,124451,71522,4588,4579,31366
1120,2000,prim,Stanislaus,277119,185556,86132,71374,4362,488,19298
1121,2000,prim,Sutter,49350,35206,12736,17248,815,75,2910
1122,2000,prim,Tehama,39590,26838,10964,11406,966,62,2863
1123,2000,prim,Trinity,9931,7500,3095,2939,228,99,860
1124,2000,prim,Tulare,210839,117924,47574,52423,2829,280,13304
1125,2000,prim,Tuolumne,34513,30436,12709,12940,772,211,3198
1126,2006,prim,San Joaquin,400395,264084,110945,111097,4703,911,32451
1127,2006,prim,San Luis Obispo,188046,152974,54008,64581,3423,2143,25542
1128,2006,prim,San Mateo,466033,350305,172617,87139,6494,3750,76602
1129,2006,prim,Santa Barbara,271026,182129,73820,65640,3659,2405,33221
1130,2006,prim,Santa Clara,1068347,747644,335656,203597,13702,6025,179762
1131,2006,prim,Santa Cruz,175009,141370,74807,29399,2525,4717,26960
1132,2006,prim,Shasta,130821,89287,27067,44091,2454,554,14097
1133,2006,prim,Sierra,2631,2255,701,963,82,24,422
1134,2006,prim,Siskiyou,33939,25160,8942,10608,770,233,4212
1135,2006,prim,Solano,269423,163925,79837,47805,3216,900,30202
1136,2006,prim,Sonoma,327747,238671,119212,61813,4844,6569,42348
1137,2006,prim,Stanislaus,314697,200399,82089,84092,4312,796,25620
1138,2006,prim,Sutter,57038,38786,12489,19306,898,124,4672
1139,2006,prim,Tehama,42159,29050,9762,13164,1126,126,4420
1140,2006,prim,Trinity,10727,7777,2816,3085,263,139,1253
1141,2006,prim,Tulare,232412,133147,45658,64412,2990,557,18352
1142,2006,prim,Tuolumne,39501,32312,11770,14113,945,305,4759
1143,2006,prim,Ventura,512141,382911,145352,154856,7681,3065,65192
1144,2006,prim,Yolo,123677,87568,40596,24585,1774,1580,17363
1145,2006,prim,Yuba,44108,25982,8857,11129,961,165,4578
1148,2010,prim,Alameda,1002588,753721,433619,113679,13983,9731,170030
1149,2010,prim,Alpine,896,797,312,256,31,12,180
1150,2010,prim,Amador,26062,20935,7156,9404,706,124,3330
1151,2010,prim,Butte,159966,116503,41166,44717,3555,1506,23129
1152,2010,prim,Calaveras,34914,28060,9282,11997,1069,284,4886
1153,2010,prim,Colusa,12008,7837,2776,3599,145,15,1254
1154,2010,prim,Contra Costa,709049,525992,264097,135857,12141,3445,103962
1155,2010,prim,Del Norte,17979,12178,4551,4567,452,103,2254
1156,2010,prim,El Dorado,128827,105163,32173,47249,3373,895,19671
1157,2010,prim,Fresno,545523,390639,161447,159597,8739,1583,44308
1158,2010,prim,Glenn,17602,12116,3840,5524,423,45,2165
1159,2010,prim,Humboldt,99721,76616,32848,20751,2289,2941,16680
1160,2010,prim,Imperial,92742,54921,28660,14693,1150,117,9668
1161,2010,prim,Inyo,13016,9394,3065,4175,321,86,1638
1162,2010,prim,Kern,481041,307647,110288,135620,9064,763,49234
1163,2010,prim,Kings,80142,50732,18436,22955,1267,119,7375
1164,2010,prim,Lake,46616,32768,14168,9576,1236,385,7015
1165,2010,prim,Lassen,17783,13978,3833,6693,673,57,2582
1166,2010,prim,Los Angeles,5804922,4352711,2254206,1022849,87154,22409,886443
1167,2010,prim,Madera,84334,54357,18876,24848,1335,222,8470
1168,2010,prim,Marin,183110,149887,82057,29212,2735,2200,32319
1169,2010,prim,Mariposa,14093,11422,3600,5122,459,121,1893
1170,2010,prim,Mendocino,62115,48695,23028,10978,1551,1955,10330
1171,2010,prim,Merced,140657,92931,42266,33177,2339,724,13765
1172,2010,prim,Modoc,6971,5423,1501,2723,233,21,894
1173,2010,prim,Mono,9500,6068,2006,2245,214,62,1478
1174,2010,prim,Monterey,237291,159238,84571,40897,3311,1069,28104
1175,2010,prim,Napa,92590,69855,33145,19678,1885,760,13497
1176,2010,prim,Nevada,74130,61201,20779,24701,1865,1136,11967
1177,2010,prim,Orange,1882878,1603312,515790,693924,37544,7392,326954
1178,2010,prim,Placer,246735,197655,57994,95437,3762,1280,37024
1179,2010,prim,Plumas,15502,13272,4376,5673,579,94,2430
1180,2010,prim,Riverside,1297091,817286,298351,339570,21845,2489,142048
1181,2010,prim,Sacramento,938115,666743,300297,211569,18064,4295,124935
1182,2010,prim,San Benito,34562,24736,11959,7477,565,116,4287
1183,2010,prim,San Bernardino,1231221,801272,319863,300971,25310,2833,143788
1184,2010,prim,San Diego,2089215,1416273,514536,509023,39271,7171,327906
1185,2010,prim,San Francisco,617885,447985,253587,41617,7589,8547,131975
1186,2010,prim,San Joaquin,414124,265013,113900,102067,6209,773,38702
1187,2010,prim,San Luis Obispo,195567,154290,54634,61977,3415,1516,28712
1188,2010,prim,San Mateo,486570,339758,177289,70608,6722,2542,79513
1189,2010,prim,Santa Barbara,279462,192127,82327,62748,4324,1599,37501
1190,2010,prim,Santa Clara,1134339,765680,355126,180674,15008,4351,203048
1191,2010,prim,Santa Cruz,181969,146974,80918,26428,3032,3225,24542
1192,2010,prim,Shasta,132737,95276,27648,45013,3029,482,17964
1193,2010,prim,Sierra,2483,2255,668,966,106,28,424
1194,2010,prim,Siskiyou,33839,25444,8774,10474,987,174,4689
1195,2010,prim,Solano,273891,190803,95844,49065,4718,772,38403
1196,2010,prim,Sonoma,337812,245136,128306,56085,5146,4583,48060
1197,2010,prim,Stanislaus,323363,224531,97691,82741,5199,721,34251
1198,2010,prim,Sutter,61886,39334,13260,18264,1119,115,6131
1199,2010,prim,Tehama,43184,30545,9802,13508,1461,128,5221
1200,2010,prim,Trinity,10632,7398,2665,2680,301,110,1443
1201,2010,prim,Tulare,246959,148144,51629,67500,4005,473,23252
1202,2010,prim,Tuolumne,38334,31797,10797,13548,1141,246,5705
1203,2010,prim,Ventura,529614,422143,168559,155155,9339,2428,78302
1204,2010,prim,Yolo,131689,102037,49238,25001,2418,1141,22412
1205,2010,prim,Yuba,45844,28027,9529,11218,1230,141,5607
1208,2006,gen,Alameda,962114,678765,374816,118924,10872,12773,147957
1209,2006,gen,Alpine,930,775,277,271,27,14,178
1210,2006,gen,Amador,26061,20119,7024,9348,596,155,2660
1211,2006,gen,Butte,157429,115659,39984,47570,3120,2188,20563
1212,2006,gen,Calaveras,35186,27048,9180,12114,771,317,4158
1213,2006,gen,Colusa,11821,8178,2910,3803,189,26,1170
1214,2006,gen,Contra Costa,682478,486441,234084,144015,9158,4207,87914
1215,2006,gen,Del Norte,17459,12040,4397,4717,382,115,2187
