,year,prim_or_gen,county,eligible,registered,dem,rep,ind,lib,np
1216,2006,gen,El Dorado,126002,101036,31027,46995,2626,1071,17629
1217,2006,gen,Fresno,517814,331968,131003,150340,5621,1640,38430
1218,2006,gen,Glenn,17248,11861,3859,5614,331,46,1902
1219,2006,gen,Humboldt,99091,77903,32210,22521,1834,4140,15916
1220,2006,gen,Imperial,84574,52930,29247,13942,971,118,7957
1221,2006,gen,Inyo,13277,10769,3461,4861,294,117,1852
1222,2006,gen,Kern,453404,289233,103252,137105,7283,771,38285
1223,2006,gen,Kings,73394,45539,17254,21324,920,109,5355
1224,2006,gen,Lake,46859,31564,13665,10109,941,420,6025
1225,2006,gen,Lassen,16475,14314,4141,6673,619,69,2618
1226,2006,gen,Los Angeles,5708463,3914138,1946939,1057648,65000,25395,745263
1227,2006,gen,Madera,79655,50066,16872,24637,1017,233,6785
1228,2006,gen,Marin,177975,147311,76210,33062,2666,3419,30311
1229,2006,gen,Mariposa,14184,11251,3623,5267,323,147,1637
1230,2006,gen,Mendocino,62209,47825,22130,11891,1229,2304,9317
1231,2006,gen,Merced,136091,93728,42185,38455,1699,311,10494
1232,2006,gen,Modoc,6999,5559,1680,2743,167,27,885
1233,2006,gen,Mono,9494,6418,1996,2480,184,115,1562
1234,2006,gen,Monterey,228889,145540,70189,44828,2810,1319,24999
1235,2006,gen,Napa,90123,66148,30480,20742,1570,918,11402
1236,2006,gen,Nevada,75467,63174,20342,27138,1607,1585,11599
1237,2006,gen,Orange,1830965,1497365,450207,717166,29510,8044,271039
1238,2006,gen,Placer,228064,177539,50897,91305,3497,1271,28716
1239,2006,gen,Plumas,16336,12789,4266,5601,431,111,2226
1240,2006,gen,Riverside,1207035,754986,259845,344993,17081,2750,119148
1241,2006,gen,Sacramento,906602,624444,266071,215675,14280,5677,113364
1242,2006,gen,San Benito,34171,24585,11076,8324,557,153,4188
1243,2006,gen,San Bernardino,1196914,751652,282514,318743,18965,2991,119445
1244,2006,gen,San Diego,1991588,1381835,472053,546102,31739,9495,300118
1245,2016,gen,Alameda,1069959,888664,510429,107482,16864,7259,232910
1246,2016,gen,Alpine,951,722,276,223,25,8,180
1247,2016,gen,Amador,27553,22417,6740,10248,927,122,4008
1248,2016,gen,Butte,169048,129275,45214,45909,4579,1159,29140
1249,2016,gen,Calaveras,36098,29555,8682,12687,1343,194,5913
1250,2016,gen,Colusa,12496,8638,2867,3566,239,21,1859
1251,2016,gen,Contra Costa,743816,607515,306029,132405,15795,3037,143876
1252,2016,gen,Del Norte,17996,14318,4577,5188,670,107,3394
1253,2016,gen,El Dorado,137103,116459,34290,49435,4556,694,24679
1254,2016,gen,Fresno,583238,437423,172805,156520,11964,1452,86147
1255,2016,gen,Glenn,18459,12835,3741,5578,513,41,2781
1256,2016,gen,Humboldt,105164,82917,37751,19615,2634,2052,19511
1257,2016,gen,Imperial,97282,70189,34987,13691,1595,172,18687
1258,2016,gen,Inyo,13771,10167,3182,4214,421,55,2124
1259,2016,gen,Kern,505303,370804,132014,137865,12340,975,83038
1260,2016,gen,Kings,80492,52124,17767,22948,1342,99,9301
1261,2016,gen,Lake,48487,34706,13539,9491,1392,403,9268
1262,2016,gen,Lassen,16295,14280,3090,7101,775,56,2991
1263,2016,gen,Los Angeles,6222266,5253427,2722087,975015,113699,23048,1315575
1264,2016,gen,Madera,87254,58086,19133,23852,1834,186,12226
1265,2016,gen,Marin,181279,160795,90320,26599,3419,1466,37325
1266,2016,gen,Mariposa,14954,10975,3179,4913,457,95,2034
1267,2016,gen,Mendocino,63741,51061,24551,10527,1726,1253,12080
1268,2016,gen,Merced,154971,99145,44629,29366,3011,396,20758
1269,2016,gen,Modoc,7385,5166,1188,2648,247,23,997
1270,2016,gen,Mono,9414,6471,2284,2095,257,47,1706
1271,2016,gen,Monterey,242584,185786,93697,42098,4461,1017,42519
1272,2016,gen,Napa,93686,76833,36115,18712,2331,644,17815
1273,2016,gen,Nevada,77443,68829,25138,24072,2412,803,2067
1274,2016,gen,Orange,2009188,1535691,522325,580398,39506,5125,367544
1275,2016,gen,Placer,264101,226249,64795,100880,6120,910,48919
1276,2016,gen,Plumas,16052,11985,3646,5258,580,64,2272
1277,2016,gen,Riverside,1438117,1019130,387704,366210,31852,2861,214207
1278,2016,gen,Sacramento,989090,772865,339658,215591,23529,3884,176755
1279,2016,gen,San Benito,33990,28224,13335,8039,806,121,5627
1280,2016,gen,San Bernardino,1308522,888019,357645,284010,30227,2831,199182
1281,2016,gen,San Diego,2191191,1652570,609315,501465,54034,6866,457522
1282,2016,gen,San Francisco,646945,512723,296772,38279,8926,4797,158380
1283,2016,gen,San Joaquin,442435,334253,146465,105634,8465,990,68370
1284,2016,gen,San Luis Obispo,207947,168257,59178,63506,5079,1075,35662
1285,2016,gen,San Mateo,503843,395928,205280,67049,8303,2091,109159
1286,2016,gen,Santa Barbara,290071,222983,96618,61721,5727,1280,54039
1287,2016,gen,Santa Clara,1193225,875176,411479,171281,18149,3714,261202
1288,2016,gen,Santa Cruz,190283,157186,89490,24044,3390,1837,35788
1289,2016,gen,Shasta,134078,102000,25268,48397,4036,417,22201
1290,2016,gen,Sierra,2614,2257,653,944,125,19,443
1291,2016,gen,Siskiyou,34631,27619,8655,10743,1266,211,6269
1292,2016,gen,Solano,289271,224930,107996,52536,6589,900,53557
1293,2016,gen,Sonoma,350393,273432,145815,54171,6600,3222,59826
1294,2016,gen,Stanislaus,336794,241144,94868,90116,7070,679,43563
1295,2016,gen,Sutter,60761,45665,14401,18955,1485,120,9454
1296,2016,gen,Tehama,43753,32555,8903,14541,1585,99,6917
1297,2016,gen,Trinity,11312,8079,2708,2636,406,111,948
1298,2016,gen,Tulare,260926,154000,50542,65260,4919,464,31131
1299,2016,gen,Tuolumne,41222,31402,9765,13593,1273,194,6127
1300,2016,gen,Ventura,550625,442951,182805,143105,10778,1873,94772
1301,2016,gen,Yolo,147156,111222,54441,23496,3047,862,27416
1302,2016,gen,Yuba,48269,33694,9591,12477,1677,146,9186
1305,2000,gen,San Mateo,488372,338608,171740,93201,6077,3409,58980
1306,2000,gen,Santa Barbara,280393,220274,91035,80716,4536,3765,34325
1307,2000,gen,Santa Clara,1115840,789332,365094,240813,14982,6039,146939
1308,2000,gen,Santa Cruz,173033,145214,74422,33781,2586,6780,23584
1309,2000,gen,Shasta,121712,86924,30331,41116,2640,373,10938
1310,2000,gen,Sierra,2374,2261,831,957,65,25,306
1311,2000,gen,Siskiyou,31996,25297,10124,10409,739,211,3257
1312,2000,gen,Solano,267143,194415,99828,56206,4210,966,30001
1313,2000,gen,Sonoma,327034,248181,125438,72212,4792,6412,33817
1314,2000,gen,Stanislaus,282783,201210,89220,81584,4676,565,21138
1315,2000,gen,Sutter,50489,37570,13337,18536,874,94,3126
1316,2000,gen,Tehama,39568,27288,10837,11773,985,95,3029
1317,2000,gen,Trinity,9733,7858,3145,3082,258,131,954
1318,2000,gen,Tulare,213314,129816,50362,60112,3097,381,14332
1319,2000,gen,Tuolumne,33695,31240,12757,13360,811,260,3464
1320,2000,gen,Ventura,491135,387075,150396,161606,8869,2951,53722
1321,2000,gen,Yolo,113159,83385,41585,24027,1643,1736,12656
1322,2000,gen,Yuba,39947,25213,10084,10321,899,125,3407
